seed_item_id,recommended_product_id,score
5285,6445,14
5285,72327,13
5285,32138,12
5285,79370,12
32059,13596,9
32059,13639,6
32059,58002,5
81339,60622,8
81339,129064,6
81339,14521,6
81339,595,5
81339,377056,5
81339,33019,5
81339,36334,5
83263,85515,40
83263,32948,26
83263,3039,24
83263,3037,23
83263,74821,20
83263,85517,14
83263,9125,14
83263,64046,13
83263,32950,13
83263,130007,12
14406,85515,6
14406,131356,5
85515,32948,45
85515,74821,45
85515,83263,40
85515,3039,40
85515,3037,40
85515,85517,34
85515,32950,32
85515,64046,21
85515,9125,21
85515,79525,21
24366,85515,8
24366,3039,8
24366,74821,7
24366,83263,5
31611,1219,14
31611,50326,14
31611,39623,13
31611,82798,12
31611,3222,12
31611,71748,9
31611,8673,9
31611,71746,8
31611,16007,7
31611,10284,7
3039,74821,42
3039,85515,40
3039,32948,32
3039,83263,24
3039,3037,23
3039,32950,19
3039,85517,15
3039,174618,14
3039,3581,14
3039,3218,14
5336,68351,30
5336,12962,27
5336,79141,23
5336,57917,17
5336,68352,12
5336,35417,12
5336,5454,8
5336,68914,6
5336,5452,6
5336,36643,6
8104,7589,37
8104,387,36
8104,70457,33
8104,84639,27
8104,48580,23
8104,8644,20
8104,58958,20
8104,113,19
8104,30136,17
8104,35015,12
7012,25580,13
7012,14179,12
7012,6440,11
7012,36334,10
7012,69237,10
7012,58275,8
7012,14528,8
7012,47585,6
7012,7328,5
7012,131417,5
13029,8886,17
13029,3826,8
13029,6313,7
13029,35520,5
13029,66439,5
13029,34154,5
13029,22046,5
8079,8825,23
8079,78452,15
8079,97875,14
8079,11217,13
8079,90107,11
8079,47283,10
8079,53720,10
8079,9582,10
8079,69195,9
8079,8647,9
64149,14179,29
64149,36334,29
64149,595,19
64149,594,19
64149,30591,19
64149,8047,17
64149,6440,15
64149,32975,15
64149,33019,12
64149,64094,11
12982,35409,17
12982,594,10
12982,49602,10
12982,69465,10
12982,30591,9
12982,5664,8
12982,126643,8
12982,8047,7
12982,12992,7
12982,45904,7
61161,5785,6
61161,32133,5
61161,32131,5
61161,1327,5
5785,8755,13
5785,1327,12
5785,375518,10
5785,6944,7
5785,34126,7
5785,61161,6
5785,25043,6
5785,9023,6
5785,86457,6
5785,25536,6
5371,57539,11
5371,5384,9
5371,5898,9
5371,12925,9
5371,90259,8
5371,67846,7
5371,12646,6
5371,12923,6
5371,5504,5
5371,13954,5
9871,82842,34
9871,30894,31
9871,30893,31
9871,10299,28
9871,49272,21
9871,8602,20
9871,30895,19
9871,11612,18
9871,6088,16
9871,77170,16
70693,37725,17
70693,7703,10
70693,30398,7
70693,36255,7
70693,204856,6
70693,126282,5
70693,80764,5
70693,58029,5
32295,359,23
32295,9476,15
32295,70223,13
32295,5156,12
32295,7826,11
32295,9862,11
32295,14191,10
32295,30340,9
32295,73719,9
32295,747,7
126282,70693,5
126282,43415,5
126282,30398,5
126282,14177,5
43415,126282,5
69024,73628,26
69024,53746,11
69024,7442,11
69024,9339,10
69024,43004,9
69024,72463,9
69024,20756,8
69024,80245,7
69024,70142,7
69024,69493,6
7146,15248,6
7146,31567,5
69493,53746,15
69493,43004,11
69493,20756,9
69493,69024,6
69493,73628,6
69493,15999,6
69493,7442,5
69493,80245,5
35712,5762,14
35712,79557,11
35712,13279,11
35712,24817,10
35712,89938,10
35712,68337,8
35712,131120,6
35712,9511,5
35712,62321,5
38817,36262,14
38817,35626,11
38817,101595,10
38817,32823,10
38817,71268,7
38817,9453,7
38817,102091,6
38817,31290,6
38817,8034,6
38817,42182,5
71268,38817,7
71268,8034,5
35626,32823,30
35626,7573,12
35626,38817,11
35626,102091,11
35626,101595,10
35626,10427,9
35626,36262,9
35626,387920,9
35626,153929,8
35626,31290,7
7573,32823,15
7573,35626,12
7573,101595,9
7573,15642,8
7573,102091,6
7573,19166,6
7573,36262,5
7573,387920,5
10673,1607,13
10673,32925,7
10673,26064,6
2975,1607,7
2975,59152,6
32706,1193,58
32706,31420,53
32706,56375,32
32706,3719,24
32706,8985,21
32706,7923,19
32706,82312,17
32706,9271,17
32706,86992,13
32706,2279,13
50472,81684,11
50472,136227,9
50472,918,8
50472,8644,7
50472,35015,7
50472,7482,7
50472,48580,6
50472,13978,6
50472,59851,5
81684,35015,60
81684,768,43
81684,8644,41
81684,918,36
81684,764,31
81684,8359,26
81684,387,19
81684,7589,19
81684,59851,17
81684,1178,14
4763,7705,17
4763,35106,14
4763,3491,12
4763,10710,8
4763,23927,8
4763,31818,8
4763,15129,6
4763,37891,5
4763,59890,5
4763,30110,5
10710,23927,12
10710,35106,10
10710,4763,8
10710,7705,6
10710,64854,6
10710,606,5
10710,8490,5
10710,37891,5
4099,36363,49
4099,47160,21
4099,7100,21
4099,47296,16
4099,14280,13
4099,13748,12
4099,176018,12
4099,6848,10
4099,5723,9
4099,5153,9
57258,5153,15
57258,5152,14
57258,79520,11
57258,36031,7
57258,13124,7
57258,14280,7
57258,35980,6
57258,68347,6
57258,14446,6
57258,5723,6
35403,14280,26
35403,13931,12
35403,5892,11
35403,3536,10
35403,4185,9
35403,6308,8
35403,5392,8
35403,47296,8
35403,55594,7
35403,6848,6
12908,35980,8
12908,12909,8
12908,36083,7
12908,13557,7
12908,5959,7
12908,6848,6
12908,35981,5
12908,4185,5
12908,213925,5
12908,58636,5
206513,13557,18
206513,5828,14
206513,13326,12
206513,36031,12
206513,382697,11
206513,6848,10
206513,25875,10
206513,13931,9
206513,12953,9
206513,54344,9
47160,7100,24
47160,36363,23
47160,4099,21
47160,13748,14
47160,13326,10
47160,13931,8
47160,89040,8
47160,89973,8
47160,79717,7
47160,35980,7
12953,36031,15
12953,13931,14
12953,13326,13
12953,6032,13
12953,176018,13
12953,35368,12
12953,13557,10
12953,20432,10
12953,5828,9
12953,206513,9
173248,24878,5
46438,14291,8
39687,14912,15
39687,90603,13
39687,19581,9
39687,128533,8
39687,49094,8
39687,4076,8
39687,24878,7
39687,36366,7
39687,14291,7
39687,23683,7
24878,14912,9
24878,39687,7
24878,19581,7
24878,23683,7
24878,14291,7
24878,90603,6
24878,173248,5
24878,6237,5
24878,106176,5
84116,19581,8
84116,39687,5
84116,23683,5
84116,90603,5
84116,14291,5
128533,14912,8
128533,39687,8
128533,19581,8
128533,90603,6
128533,40921,6
128533,78103,5
128533,49094,5
128533,14291,5
19581,14912,11
19581,39687,9
19581,90603,9
19581,23683,9
19581,14291,9
19581,84116,8
19581,128533,8
19581,24878,7
19581,106176,6
14123,14124,20
14123,14889,19
14123,14890,17
14123,14891,11
14123,14094,10
14123,90787,10
14123,47069,10
14123,47070,9
14123,36155,8
14123,14913,8
14094,14124,11
14094,14889,11
14094,14123,10
14094,14890,5
14094,14004,5
36155,47069,29
36155,47070,21
36155,13931,20
36155,176018,14
36155,90787,12
36155,36083,11
36155,36156,11
36155,36031,10
36155,47296,10
36155,5582,10
8960,36685,26
8960,30720,25
8960,70797,25
8960,9752,21
8960,4523,20
8960,1705,20
8960,89725,19
8960,34972,19
8960,17938,18
8960,34169,17
7176,8960,9
7176,30720,7
7176,9752,7
7176,34169,7
7176,36685,5
7176,52745,5
7176,74347,5
7176,20205,5
88878,8960,12
88878,36685,11
88878,17938,10
88878,70797,8
88878,12315,8
88878,8000,8
88878,36688,8
88878,57802,7
88878,20205,7
88878,57107,7
68354,33475,9
68354,57752,8
68354,12970,7
68354,6381,7
68354,8719,6
68354,13698,6
68354,9841,6
68354,11411,5
32800,169499,5
32800,205946,5
32800,204060,5
32800,375730,5
32800,200196,5
377188,376301,39
377188,376970,30
377188,181526,16
377188,25893,14
377188,20461,14
377188,169683,14
377188,376193,13
377188,380230,13
377188,376199,11
377188,291524,10
25893,32775,20
25893,375750,16
25893,20461,15
25893,377188,14
25893,376301,14
25893,376970,12
25893,380230,11
25893,10557,10
25893,384864,9
25893,12397,8
380230,376301,27
380230,378391,23
380230,181526,20
380230,32775,17
380230,169683,16
380230,10557,16
380230,376199,15
380230,376193,13
380230,377188,13
380230,376970,13
376199,376301,32
376199,169683,26
376199,376193,25
376199,181526,24
376199,376970,22
376199,374781,20
376199,380230,15
376199,12397,15
376199,161061,12
376199,203487,12
30246,47392,10
30246,38476,7
30246,73020,6
247725,74386,7
247725,128453,6
247725,242,6
44182,43318,22
44182,60183,16
44182,790,14
44182,30835,12
44182,62762,11
44182,2554,9
44182,2899,6
44182,81744,6
44182,32181,5
44182,792,5
126876,24707,5
73772,139437,8
73772,173673,7
73772,17466,6
73772,110246,6
73772,22432,5
139437,131786,15
139437,17466,14
139437,110246,13
139437,16925,10
139437,80271,9
139437,73772,8
139437,22432,7
139437,14942,7
139437,376270,7
139437,667,7
17466,22432,22
17466,131786,20
17466,16925,15
17466,139437,14
17466,667,11
17466,80271,9
17466,164415,7
17466,70637,7
17466,73772,6
17466,173673,6
164415,17466,7
164415,131786,7
164415,139437,6
13092,49272,43
13092,10299,22
13092,30894,16
13092,9871,15
13092,34962,15
13092,34222,14
13092,82842,13
13092,75104,13
13092,34952,12
13092,682,12
6088,11377,47
6088,30895,47
6088,77170,24
6088,87875,20
6088,82842,20
6088,49272,17
6088,8599,17
6088,9871,16
6088,8309,16
6088,11269,14
29354,9871,5
29354,82842,5
81274,9871,8
81274,11612,8
81274,82842,6
81274,13092,5
81274,49272,5
81274,77170,5
378030,6088,11
378030,87875,6
378030,11377,6
378030,82842,6
378030,30895,6
378030,11269,5
11612,82842,19
11612,9871,18
11612,10299,16
11612,6088,10
11612,30895,10
11612,49272,9
11612,13092,8
11612,81274,8
11612,11377,8
11612,77170,8
2521,10007,30
2521,32464,19
2521,10005,18
2521,913,18
2521,63728,8
2521,41549,8
2521,36842,7
2521,914,7
2521,14683,7
2521,378724,6
22615,12726,41
22615,8342,23
22615,40093,22
22615,31570,20
22615,10741,17
22615,32597,16
22615,35153,16
22615,375888,15
22615,47736,14
22615,8653,12
10352,10604,29
10352,53294,25
10352,33073,23
10352,2922,23
10352,3115,20
10352,2415,20
10352,81988,19
10352,2920,17
10352,15998,16
10352,2919,16
59179,11480,15
59179,196371,15
59179,81988,14
59179,129936,13
59179,10782,13
59179,85312,12
59179,2415,12
59179,139675,12
59179,33149,10
59179,34836,9
15998,10352,16
15998,2415,10
15998,2919,9
15998,9891,8
15998,59179,7
15998,85312,6
15998,9890,6
15998,81988,6
15998,33250,6
15998,85882,6
105605,40161,12
105605,16350,11
105605,21872,9
105605,133079,8
105605,3666,6
105605,8008,5
70791,16350,9
70791,21872,9
70791,40161,8
96584,40161,6
3666,121083,13
3666,109872,10
3666,105605,6
149597,16350,5
149597,40161,5
16350,21872,17
16350,105605,11
16350,40161,11
16350,70791,9
16350,149597,5
16350,133079,5
40161,21872,13
40161,105605,12
40161,16350,11
40161,70791,8
40161,96584,6
40161,133079,6
40161,149597,5
40161,34971,5
15248,7442,14
15248,8174,10
15248,70845,8
15248,58731,7
15248,30547,7
15248,7146,6
15248,12543,6
15248,38310,6
15248,379731,6
15248,58515,6
24674,79218,30
24674,46561,15
24674,5576,12
24674,25816,10
24674,35193,10
24674,171660,9
24674,12000,9
24674,5288,7
24674,58642,7
24674,35406,7
36780,6909,65
36780,68273,22
36780,79898,15
36780,5031,15
36780,66675,14
36780,66175,12
36780,58415,12
36780,66130,11
36780,13069,11
36780,35039,11
58642,24674,7
58642,5288,7
58642,6909,5
58642,24692,5
6943,14444,23
6943,36809,22
6943,57162,20
6943,36810,15
6943,375966,14
6943,14445,12
6943,79911,11
6943,14441,11
6943,78742,10
6943,58464,9
20313,380079,20
20313,90774,19
20313,376279,16
20313,379322,14
20313,377312,14
20313,375898,14
20313,375069,13
20313,375755,13
20313,34797,12
20313,43548,12
68476,35655,21
68476,13238,11
68476,13181,10
68476,6730,9
68476,86495,8
68476,13037,7
68476,13630,6
68476,24796,6
68476,19509,5
68476,36049,5
81533,2692,13
81533,2693,10
81533,22587,10
81533,10152,8
81533,42271,7
81533,30999,6
81533,133105,6
81533,376000,6
81533,10013,5
2693,10152,30
2693,22587,25
2693,10013,19
2693,30999,19
2693,2692,17
2693,81531,15
2693,59965,13
2693,131938,13
2693,38247,12
2693,33070,12
78590,65623,10
78590,76225,9
78590,4037,9
78590,158575,6
78590,12596,6
78590,14007,5
43527,65203,10
43527,14315,7
43527,152996,6
43527,40787,6
43527,60892,6
43527,14347,5
43527,126351,5
43527,2057,5
43527,47275,5
49903,29167,10
49903,3210,9
49903,83284,8
49903,1443,7
49903,64246,7
49903,8453,7
49903,75448,7
49903,135632,6
49903,49562,6
49903,170808,6
135632,29167,12
135632,49562,9
135632,49903,6
135632,1443,6
135632,49806,6
135632,25862,6
135632,14851,5
135632,89716,5
135632,83929,5
135632,10565,5
21403,71672,5
90517,32948,11
90517,47528,9
90517,9126,7
90517,6917,7
90517,85517,6
90517,85515,6
90517,32950,6
90517,23190,6
90517,32949,5
90517,58004,5
130212,2778,6
130212,175506,5
130212,68589,5
116880,33150,11
116880,82984,10
116880,537,9
116880,444,8
116880,7789,7
116880,80334,7
116880,2389,6
116880,10177,6
116880,7492,6
116880,5430,6
7789,2389,22
7789,82984,20
7789,537,15
7789,10177,14
7789,80334,10
7789,74925,10
7789,444,10
7789,32758,9
7789,128233,8
7789,116880,7
36988,69195,7
36988,8825,7
36988,90107,7
36988,47115,6
36988,9582,5
36988,47283,5
36988,8079,5
36988,46895,5
36988,32405,5
36988,24783,5
2389,80334,29
2389,82984,28
2389,10177,23
2389,7789,22
2389,74925,22
2389,40564,17
2389,537,16
2389,444,13
2389,2723,13
2389,31924,13
246593,9924,34
246593,72482,14
246593,1866,14
246593,37007,12
246593,16712,12
246593,16486,11
246593,711,10
246593,254497,7
246593,3585,6
246593,75588,6
33792,7104,5
23554,18066,12
23554,7104,11
23554,69273,11
23554,131452,10
23554,65360,6
23554,7103,5
11207,65360,32
11207,65352,23
11207,69273,14
11207,4267,9
11207,7104,6
11207,131452,6
18067,7104,13
18067,65360,12
18067,131452,11
18067,18066,10
18067,65352,8
18067,69273,7
18067,4267,6
18067,171186,5
102091,32823,16
102091,35626,11
102091,7573,6
102091,38817,6
102091,101595,5
102091,107552,5
33355,42779,54
33355,3284,27
33355,88495,26
33355,100747,25
33355,10607,22
33355,32971,21
33355,74771,18
33355,3147,18
33355,40965,12
33355,32754,12
29301,42779,16
29301,100747,13
29301,88495,12
29301,33355,11
29301,10607,9
29301,3147,9
29301,35606,9
29301,32971,8
29301,80317,7
29301,3284,7
80317,3147,56
80317,42779,36
80317,10607,35
80317,40057,31
80317,88495,24
80317,14974,22
80317,8627,21
80317,51096,20
80317,74771,18
80317,40965,17
14177,30398,9
14177,30400,8
14177,5969,6
14177,37725,5
14177,126282,5
14177,129923,5
59931,7703,15
59931,37725,9
59931,30400,9
59931,3396,9
59931,30398,8
59931,204856,7
59931,19342,6
59931,58035,6
59931,8250,6
59931,9093,5
8673,71748,16
8673,83644,12
8673,39623,10
8673,15980,9
8673,31611,9
8673,10701,8
8673,82798,8
8673,71746,8
8673,50326,8
8673,3222,7
39623,50326,22
39623,31611,13
39623,82798,12
39623,1219,12
39623,8673,10
39623,71748,10
39623,10284,8
39623,26670,8
39623,15982,7
39623,71746,7
10701,130243,10
10701,71748,9
10701,8673,8
10701,3222,8
10701,83644,7
10701,31611,5
15982,71748,12
15982,15980,9
15982,50326,8
15982,39623,7
15982,83644,7
15982,82798,6
15982,26670,5
71700,82798,11
71700,50326,9
71700,31611,7
71700,71746,7
71700,10284,6
71700,3222,6
71700,26670,6
71700,71748,5
71700,1219,5
71700,73917,5
7504,32166,20
7504,34764,15
7504,5352,14
7504,33818,12
7504,2329,11
7504,30409,10
7504,55615,8
7504,4478,8
7504,35732,7
7504,3113,7
35732,7504,7
35732,6274,7
8322,49347,7
8322,10607,6
8322,3147,6
8322,8627,6
8322,14974,6
8322,42779,5
3274,3147,56
3274,42779,36
3274,10607,28
3274,76033,23
3274,40965,23
3274,51096,22
3274,8627,20
3274,3284,18
3274,33165,17
3274,3277,17
3146,3147,39
3146,10607,28
3146,51096,22
3146,33205,21
3146,76033,21
3146,58739,20
3146,47915,18
3146,3145,18
3146,25208,15
3146,40965,15
11269,30895,26
11269,8599,24
11269,87875,22
11269,35999,14
11269,24770,14
11269,11377,14
11269,6088,14
11269,77170,14
11269,43437,13
11269,57568,13
64585,33268,5
64585,18325,5
47147,13320,45
47147,36051,39
47147,31359,28
47147,7241,26
47147,57336,25
47147,6974,24
47147,58524,22
47147,69384,22
47147,34922,21
47147,47727,21
493,8144,6
8144,30895,15
8144,87875,12
8144,11269,10
8144,35999,10
8144,57568,9
8144,30894,9
8144,49272,8
8144,850,8
8144,13092,7
8144,77170,7
33268,64585,5
380144,1866,5
70239,20636,5
70239,206456,5
49562,25862,47
49562,83928,38
49562,10565,36
49562,49806,34
49562,62466,24
49562,772,23
49562,89716,22
49562,1093,22
49562,8554,20
49562,64246,19
25862,49562,47
25862,10565,20
25862,29167,15
25862,83928,14
25862,112921,13
25862,62466,13
25862,248755,12
25862,8453,11
25862,22894,10
25862,1443,10
63770,55531,34
63770,9592,10
63770,55586,9
63770,21517,9
63770,33183,8
63770,61505,7
63770,31820,6
55531,63770,34
55531,21517,22
55531,9592,18
55531,31820,13
55531,55586,13
55531,61505,12
55531,78366,8
55531,42188,8
55531,4294,7
55531,33183,7
33370,11333,8
11333,33370,8
11333,83597,6
83597,53854,10
83597,11333,6
10601,2415,13
10601,139675,13
10601,66096,12
10601,129936,11
10601,196371,11
10601,10604,9
10601,85312,8
10601,10352,8
10601,27269,6
10601,59179,6
33073,53294,27
33073,10352,23
33073,10604,16
33073,2920,15
33073,81988,14
33073,66096,13
33073,3115,13
33073,24196,12
33073,31638,12
33073,9085,12
66096,81988,24
66096,11480,20
66096,53294,19
66096,10604,18
66096,33073,13
66096,10601,12
66096,129936,12
66096,10352,11
66096,139675,10
66096,32696,9
37116,2920,18
37116,80451,13
37116,34815,12
37116,40156,11
37116,33073,10
37116,882,10
37116,67416,10
37116,9085,10
37116,64641,9
37116,10133,9
1186,8174,14
1186,7442,11
1186,12543,10
1186,46007,10
1186,16000,10
1186,36252,8
1186,43897,7
1186,70845,7
1186,53746,6
1186,15157,6
8174,7442,25
8174,70845,20
8174,70142,18
8174,38310,16
8174,16000,15
8174,1186,14
8174,31567,14
8174,80245,14
8174,21464,14
8174,46007,13
69369,36252,9
69369,7442,9
69369,8174,7
69369,58514,7
69369,46007,7
69369,70845,7
69369,43897,7
69369,12543,6
69369,38310,6
69369,58515,6
17766,2062,9
17766,4913,8
40814,4913,10
40814,2062,9
40814,4912,8
40814,3459,5
4913,2062,32
4913,40814,10
4913,10215,10
4913,17766,8
4913,135603,8
4913,2680,8
4913,19666,7
4913,4912,7
4913,18327,7
4913,136376,7
19666,2062,7
19666,4913,7
75527,59063,14
75527,173,13
75527,61537,11
75527,172,10
75527,64226,10
75527,6957,9
75527,6654,9
75527,30185,9
75527,80615,8
75527,66127,8
16301,4888,11
16301,21814,8
16301,74010,8
16301,11358,8
16301,9063,7
16301,88082,7
16301,40015,6
16301,88879,5
16301,14982,5
40014,4888,6
40014,127185,5
40014,170938,5
40014,79144,5
21814,16301,8
21814,170938,8
21814,40015,6
21814,4888,6
21814,149658,6
21814,45807,6
21814,79144,5
21814,88879,5
74010,69585,13
74010,20514,9
74010,11358,9
74010,127656,9
74010,16301,8
74010,37050,8
74010,380724,8
74010,151854,7
74010,88082,7
74010,14992,6
68840,6347,5
68840,37209,5
12996,664,14
12996,12994,11
12996,70299,10
12996,76212,10
12996,15412,10
12996,226337,9
12996,17088,9
12996,7347,9
12996,7565,7
12996,37012,7
57932,36101,24
57932,35768,24
57932,35889,22
57932,13695,20
57932,6067,19
57932,90068,18
57932,35888,18
57932,47017,16
57932,6934,14
57932,6595,13
6548,49272,23
6548,9019,14
6548,13092,10
6548,8578,9
6548,11269,9
6548,82842,8
6548,6448,8
6548,90068,7
6548,9871,7
6548,31358,7
90068,36095,32
90068,35888,31
90068,36101,25
90068,57956,23
90068,682,21
90068,6067,20
90068,47017,20
90068,49272,19
90068,57798,19
90068,57932,18
9019,6548,14
9019,49272,14
9019,13092,10
9019,682,9
9019,36095,7
9019,35874,7
9019,90068,6
9019,3024,6
9019,30895,6
9019,8578,5
58406,128607,7
58406,175849,7
58406,126559,6
58406,126536,5
82119,60583,15
82119,61202,12
82119,31188,9
82119,4456,9
82119,129931,5
129931,60583,6
129931,82119,5
5366,31188,7
5366,20130,5
128607,25383,8
128607,58406,7
128607,175849,5
128607,126559,5
128607,200450,5
128607,160984,5
32166,34764,20
32166,7504,20
32166,5352,18
32166,2329,18
32166,33818,17
32166,30409,15
32166,3113,14
32166,32167,11
32166,46642,11
32166,4535,10
33511,4053,10
33511,4603,8
33511,34081,6
33511,58117,6
33511,35143,6
33511,69749,5
33511,2620,5
83920,10858,13
83920,36602,10
83920,45468,10
83920,23626,9
83920,44119,7
83920,30839,7
83920,52086,7
83920,67789,6
83920,54993,6
83920,78262,6
4053,34081,21
4053,2201,19
4053,4603,17
4053,32241,16
4053,1136,15
4053,9707,13
4053,58117,12
4053,5058,11
4053,33511,10
4053,131219,10
44119,10858,94
44119,33404,37
44119,10263,34
44119,5132,31
44119,10691,30
44119,36602,22
44119,9578,21
44119,17070,19
44119,9515,18
44119,32255,17
89790,57569,9
89790,136123,7
89790,8940,6
89790,90068,6
89790,47446,6
89790,6446,5
89790,63604,5
89790,10022,5
25839,12623,9
1550,6450,9
1550,27297,5
35433,35063,10
35433,34985,8
35433,11385,7
35433,9502,7
35433,34192,6
35433,5843,5
35872,37266,30
35872,7969,19
35872,33745,19
35872,21034,18
35872,8267,16
35872,11262,16
35872,90771,15
35872,35765,11
35872,80277,10
35872,38354,9
37266,35872,30
37266,46291,21
37266,8267,19
37266,11262,11
37266,33745,10
37266,4771,9
37266,7969,8
37266,67896,6
37266,15608,6
37266,12875,6
48060,24546,8
48060,25274,7
71702,42271,21
71702,53224,16
71702,53223,15
71702,49067,13
71702,30700,11
71702,234568,11
71702,33070,8
71702,3170,7
71702,381002,7
71702,10584,7
37932,56241,32
37932,7500,23
37932,35507,14
37932,2708,13
37932,58767,10
37932,2156,9
37932,57929,9
37932,29685,9
37932,55940,7
37932,25323,7
48773,9539,7
48773,55056,5
23656,84875,17
23656,2507,12
23656,84856,12
23656,32342,10
23656,84517,10
23656,10290,8
23656,32708,7
23656,66682,7
23656,17050,6
23656,32567,5
35123,9539,7
127956,9539,8
127956,1254,6
84856,84875,15
84856,2507,14
84856,23656,12
84856,10290,12
84856,32708,10
84856,32342,8
84856,29659,8
84856,66682,7
84856,67634,7
84856,128859,7
10122,34192,35
10122,53053,11
10122,43999,11
10122,4916,9
10122,10229,6
10122,11385,6
10122,10405,5
10122,34985,5
53053,34192,11
53053,10122,11
53053,10229,7
53053,4916,6
53053,10405,5
55297,4735,10
55297,4145,5
55297,209477,5
25361,13102,7
25361,19923,7
25361,89838,6
25361,25245,5
39192,63529,10
674,10004,6
674,12863,6
674,63529,5
674,380821,5
674,50004,5
674,131790,5
155811,117824,7
155811,117825,6
155811,66165,5
155811,129056,5
84940,63529,6
84940,8141,6
19921,382561,5
33754,9051,5
9051,83163,8
9051,4145,7
9051,4593,6
9051,33754,5
9051,184046,5
9051,129056,5
9051,39993,5
9051,198057,5
184046,4735,8
184046,9051,5
184046,123268,5
89838,25245,9
89838,199896,8
89838,13102,8
89838,25361,6
89838,6413,6
89838,190002,6
89838,69162,6
89838,36481,6
89838,11233,5
89838,19923,5
28512,11589,6
14287,14320,6
47709,57162,20
47709,14445,16
47709,14444,13
47709,36810,9
47709,6943,8
47709,72562,8
47709,14896,8
47709,5045,7
47709,375966,7
47709,6135,7
18040,9217,5
9217,23702,8
9217,18040,5
32327,8328,46
32327,49920,33
32327,8940,28
32327,8329,27
32327,40985,26
32327,32628,24
32327,169596,23
32327,31469,22
32327,35889,20
32327,10667,18
382296,32327,13
382296,40985,8
382296,60484,6
382296,13695,6
382296,169596,6
382296,8328,5
58431,32628,8
58431,8328,6
58431,169596,6
58431,32327,5
58431,14633,5
80764,37725,12
80764,30398,6
80764,7703,6
80764,3396,5
80764,70693,5
80764,204856,5
80764,59931,5
14756,34549,5
47333,14553,9
47333,90340,7
47333,68965,7
47333,68966,7
47333,58158,6
14629,35185,10
14629,19878,9
14629,68966,7
14629,6546,7
14629,14553,6
14629,14068,6
14629,13566,6
128369,19048,7
14067,14553,8
14067,58158,6
14067,68966,5
14067,14066,5
25589,14553,10
25589,47594,7
25589,79961,5
14553,90340,16
14553,68966,15
14553,14066,13
14553,79961,11
14553,25589,10
14553,47333,9
14553,14067,8
14553,47594,8
14553,14629,6
14553,58158,6
45960,72066,10
45960,9575,10
45960,9616,10
45960,14887,9
45960,45104,8
45960,47668,7
45960,45487,7
45960,280,7
45960,5183,7
45960,10530,6
128766,8240,6
128766,37988,5
13133,11867,17
13133,45563,11
13133,2678,11
13133,74774,10
13133,43247,5
74774,2678,21
74774,45563,17
74774,11867,13
74774,13133,10
74774,29660,8
74774,63372,7
74774,43247,7
74774,12369,6
74774,7617,5
38247,2692,16
38247,10013,13
38247,2693,12
38247,30700,12
38247,376000,12
38247,10152,11
38247,53224,11
38247,59965,10
38247,42271,7
38247,81531,6
10152,22587,32
10152,2693,30
10152,2692,28
10152,30999,25
10152,22588,22
10152,81531,21
10152,10013,19
10152,376000,19
10152,133105,13
10152,131938,12
10013,22587,21
10013,2693,19
10013,10152,19
10013,2692,18
10013,30999,18
10013,81531,14
10013,38247,13
10013,59965,12
10013,33070,10
10013,22588,9
1705,4523,31
1705,30720,26
1705,89725,25
1705,33177,25
1705,4453,22
1705,8960,20
1705,8000,20
1705,90884,19
1705,9752,18
1705,36685,15
89725,90884,26
89725,1705,25
89725,33177,24
89725,4523,23
89725,9752,22
89725,12792,20
89725,8960,19
89725,30720,19
89725,1839,18
89725,2103,18
15734,8320,8
15734,21468,8
140635,6293,7
39392,39388,30
39392,31013,21
39392,9992,21
39392,1356,21
39392,32767,17
39392,11542,16
39392,31936,12
39392,82091,10
39392,6626,8
39392,91096,8
34217,2877,15
34217,34215,10
34217,10162,7
34217,5446,6
35332,5285,16
35332,5446,14
35332,7268,12
35332,32138,9
35332,11855,8
35332,16721,8
35332,2877,7
35332,34380,7
35332,47676,6
35332,72327,6
5446,35332,14
5446,32138,10
5446,34215,8
5446,2877,8
5446,34380,7
5446,34217,6
5446,11855,6
8114,62726,14
8114,8299,12
8114,656,8
8114,71086,6
8114,73452,6
8114,8050,5
8114,14940,5
161042,14796,7
161042,14191,5
104826,34355,14
104826,32656,11
104826,44964,7
104826,177480,7
104826,28853,5
104826,5607,5
104826,33472,5
104826,7220,5
104826,171607,5
34355,104826,14
44964,104826,7
44964,32656,7
44964,5607,6
44964,4409,6
58731,7442,15
58731,70845,13
58731,80245,10
58731,12543,10
58731,700,8
58731,46007,8
58731,15248,7
58731,80311,7
58731,69716,7
58731,652,6
66061,1953,6
66066,34277,5
18326,41310,6
18326,20140,6
18326,1953,6
18326,4124,5
87483,18174,6
87483,13283,5
75709,17952,5
2382,41310,24
2382,46000,17
2382,6909,11
2382,14247,10
2382,11986,10
2382,11869,9
2382,17952,9
2382,13377,9
2382,6509,9
2382,33861,8
11869,77299,11
11869,11986,11
11869,13377,10
11869,2382,9
11869,46000,8
11869,66358,8
11869,6109,8
11869,29308,8
11869,17952,8
11869,41310,7
13283,18174,12
13283,120980,6
13283,87483,5
13283,13285,5
13283,13288,5
34277,77299,6
34277,11986,6
34277,66066,5
76007,6909,7
76007,29308,6
76007,71935,6
76007,34113,6
76007,82729,6
76007,16120,6
76007,6717,6
76007,34101,5
77299,11986,17
77299,14247,16
77299,29308,15
77299,41310,14
77299,13377,12
77299,11869,11
77299,46000,9
